state	edge_type	consumer_or_authority	producer_or_projection	detail
baseline	link	src/runtime/benchmark.c	src/core/sha256.c	yvex_sha256_update_text
baseline	link	src/runtime/benchmark.c	src/core/sha256.c	yvex_sha256_update_u64
baseline	link	src/runtime/benchmark.c	src/core/status.c	yvex_core_allocate
baseline	link	src/runtime/benchmark.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/runtime/benchmark.c	src/core/status.c	yvex_core_u64_add
baseline	link	src/runtime/benchmark.c	src/core/status.c	yvex_core_u64_mul
baseline	link	src/runtime/benchmark.c	src/core/status.c	yvex_error_clear
baseline	link	src/runtime/benchmark.c	src/core/status.c	yvex_error_code
baseline	link	src/runtime/benchmark.c	src/core/status.c	yvex_error_set
baseline	link	src/runtime/binding.c	src/artifact/core.c	yvex_artifact_path
baseline	link	src/runtime/binding.c	src/artifact/core.c	yvex_artifact_snapshot_get
baseline	link	src/runtime/binding.c	src/artifact/core.c	yvex_artifact_snapshot_validate
baseline	link	src/runtime/binding.c	src/artifact/identity.c	yvex_sha256_hex_is_valid
baseline	link	src/runtime/binding.c	src/artifact/materialize.c	yvex_materialization_failure_name
baseline	link	src/runtime/binding.c	src/artifact/materialize.c	yvex_materialization_plan_close
baseline	link	src/runtime/binding.c	src/artifact/materialize.c	yvex_materialization_plan_import
baseline	link	src/runtime/binding.c	src/artifact/materialize.c	yvex_materialization_session_close
baseline	link	src/runtime/binding.c	src/artifact/materialize.c	yvex_materialization_session_commit
baseline	link	src/runtime/binding.c	src/artifact/materialize.c	yvex_materialization_session_open
baseline	link	src/runtime/binding.c	src/artifact/materialize.c	yvex_materialization_session_summary
baseline	link	src/runtime/binding.c	src/artifact/materialize.c	yvex_materialization_session_tensor_at
baseline	link	src/runtime/binding.c	src/core/fs.c	yvex_core_file_publish_noreplace
baseline	link	src/runtime/binding.c	src/core/fs.c	yvex_core_file_read_snapshot
baseline	link	src/runtime/binding.c	src/core/sha256.c	yvex_sha256_final
baseline	link	src/runtime/binding.c	src/core/sha256.c	yvex_sha256_hex
baseline	link	src/runtime/binding.c	src/core/sha256.c	yvex_sha256_init
baseline	link	src/runtime/binding.c	src/core/sha256.c	yvex_sha256_update
baseline	link	src/runtime/binding.c	src/core/sha256.c	yvex_sha256_update_text
baseline	link	src/runtime/binding.c	src/core/sha256.c	yvex_sha256_update_u64
baseline	link	src/runtime/binding.c	src/core/status.c	yvex_core_allocate
baseline	link	src/runtime/binding.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/runtime/binding.c	src/core/status.c	yvex_error_clear
baseline	link	src/runtime/binding.c	src/core/status.c	yvex_error_set
baseline	link	src/runtime/binding.c	src/graph/families/deepseek_v4.c	yvex_runtime_family_at
baseline	link	src/runtime/binding.c	src/graph/moe.c	yvex_moe_plan_build
baseline	link	src/runtime/binding.c	src/graph/moe.c	yvex_moe_plan_close
baseline	link	src/runtime/binding.c	src/graph/moe.c	yvex_moe_plan_summary_get
baseline	link	src/runtime/binding.c	src/graph/plan.c	yvex_attention_plan_close
baseline	link	src/runtime/binding.c	src/graph/plan.c	yvex_attention_plan_import
baseline	link	src/runtime/binding.c	src/graph/plan.c	yvex_attention_plan_layer_at
baseline	link	src/runtime/binding.c	src/graph/plan.c	yvex_attention_plan_layer_count
baseline	link	src/runtime/binding.c	src/graph/plan.c	yvex_attention_plan_summary
baseline	link	src/runtime/binding.c	src/runtime/descriptor.c	yvex_runtime_descriptor_close
baseline	link	src/runtime/binding.c	src/runtime/descriptor.c	yvex_runtime_descriptor_failure_name
baseline	link	src/runtime/binding.c	src/runtime/descriptor.c	yvex_runtime_descriptor_import
baseline	link	src/runtime/binding.c	src/runtime/descriptor.c	yvex_runtime_descriptor_summary_get
baseline	link	src/runtime/binding.c	src/runtime/descriptor.c	yvex_runtime_descriptor_tensor_at
baseline	link	src/runtime/core.c	src/artifact/core.c	yvex_artifact_close
baseline	link	src/runtime/core.c	src/artifact/core.c	yvex_artifact_open
baseline	link	src/runtime/core.c	src/artifact/core.c	yvex_artifact_path
baseline	link	src/runtime/core.c	src/artifact/core.c	yvex_artifact_size
baseline	link	src/runtime/core.c	src/artifact/core.c	yvex_artifact_snapshot_get
baseline	link	src/runtime/core.c	src/artifact/core.c	yvex_artifact_snapshot_validate
baseline	link	src/runtime/core.c	src/artifact/identity.c	yvex_sha256_hex_is_valid
baseline	link	src/runtime/core.c	src/artifact/materialize.c	yvex_materialization_options_default
baseline	link	src/runtime/core.c	src/artifact/materialize.c	yvex_materialization_plan_close
baseline	link	src/runtime/core.c	src/artifact/materialize.c	yvex_materialization_session_close
baseline	link	src/runtime/core.c	src/artifact/roundtrip_gate.c	yvex_artifact_admission_identity_verify
baseline	link	src/runtime/core.c	src/backend/core.c	yvex_backend_close_checked
baseline	link	src/runtime/core.c	src/backend/core.c	yvex_backend_get_device_info
baseline	link	src/runtime/core.c	src/backend/core.c	yvex_backend_host_workspace_detach
baseline	link	src/runtime/core.c	src/backend/core.c	yvex_backend_host_workspace_summary_get
baseline	link	src/runtime/core.c	src/backend/core.c	yvex_backend_open
baseline	link	src/runtime/core.c	src/backend/core.c	yvex_backend_query_capability
baseline	link	src/runtime/core.c	src/backend/core.c	yvex_backend_resident_detach
baseline	link	src/runtime/core.c	src/backend/core.c	yvex_backend_state_residency_detach
baseline	link	src/runtime/core.c	src/backend/core.c	yvex_backend_status_of
baseline	link	src/runtime/core.c	src/backend/core.c	yvex_backend_tensor_release
baseline	link	src/runtime/core.c	src/backend/core.c	yvex_backend_workspace_detach
baseline	link	src/runtime/core.c	src/backend/cuda/graph.c	yvex_backend_cuda_attention_graph_registry_apply
baseline	link	src/runtime/core.c	src/backend/cuda/graph.c	yvex_backend_cuda_graph_query
baseline	link	src/runtime/core.c	src/core/sha256.c	yvex_sha256_final
baseline	link	src/runtime/core.c	src/core/sha256.c	yvex_sha256_hex
baseline	link	src/runtime/core.c	src/core/sha256.c	yvex_sha256_init
baseline	link	src/runtime/core.c	src/core/sha256.c	yvex_sha256_update_text
baseline	link	src/runtime/core.c	src/core/sha256.c	yvex_sha256_update_u64
baseline	link	src/runtime/core.c	src/core/status.c	yvex_core_allocate
baseline	link	src/runtime/core.c	src/core/status.c	yvex_core_monotonic_ns
baseline	link	src/runtime/core.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/runtime/core.c	src/core/status.c	yvex_core_u64_add
baseline	link	src/runtime/core.c	src/core/status.c	yvex_error_clear
baseline	link	src/runtime/core.c	src/core/status.c	yvex_error_set
baseline	link	src/runtime/core.c	src/gguf/core.c	yvex_gguf_close
baseline	link	src/runtime/core.c	src/gguf/core.c	yvex_gguf_open
baseline	link	src/runtime/core.c	src/graph/core.c	yvex_attention_workspace_capacity_resolve
baseline	link	src/runtime/core.c	src/graph/core.c	yvex_attention_workspace_close
baseline	link	src/runtime/core.c	src/graph/core.c	yvex_attention_workspace_open
baseline	link	src/runtime/core.c	src/graph/execution.c	yvex_physical_execution_ir_build
baseline	link	src/runtime/core.c	src/graph/execution.c	yvex_physical_execution_ir_close
baseline	link	src/runtime/core.c	src/graph/execution.c	yvex_physical_execution_ir_summary
baseline	link	src/runtime/core.c	src/graph/families/deepseek_v4.c	yvex_runtime_family_at
baseline	link	src/runtime/core.c	src/graph/state.c	yvex_attention_state_provider_open_persistent
baseline	link	src/runtime/core.c	src/model/core.c	yvex_tensor_table_close
baseline	link	src/runtime/core.c	src/model/core.c	yvex_tensor_table_from_gguf
baseline	link	src/runtime/core.c	src/runtime/binding.c	yvex_runtime_binding_close
baseline	link	src/runtime/core.c	src/runtime/binding.c	yvex_runtime_binding_import_graph
baseline	link	src/runtime/core.c	src/runtime/binding.c	yvex_runtime_binding_import_materialization
baseline	link	src/runtime/core.c	src/runtime/binding.c	yvex_runtime_binding_open
baseline	link	src/runtime/core.c	src/runtime/binding.c	yvex_runtime_capabilities_admitted_by
baseline	link	src/runtime/core.c	src/runtime/binding.c	yvex_runtime_capabilities_identity
baseline	link	src/runtime/core.c	src/runtime/descriptor.c	yvex_runtime_descriptor_close
baseline	link	src/runtime/core.c	src/runtime/descriptor.c	yvex_runtime_descriptor_summary_get
baseline	link	src/runtime/core.c	src/runtime/descriptor.c	yvex_runtime_workspace_identity_compute
baseline	link	src/runtime/core.c	src/runtime/logits.c	yvex_runtime_logits_capabilities_invalidate
baseline	link	src/runtime/core.c	src/runtime/logits.c	yvex_runtime_logits_residency_admit
baseline	link	src/runtime/core.c	src/runtime/residency.c	yvex_runtime_residency_close
baseline	link	src/runtime/core.c	src/runtime/residency.c	yvex_runtime_residency_cuda_session_attach
baseline	link	src/runtime/core.c	src/runtime/residency.c	yvex_runtime_residency_invalidate
baseline	link	src/runtime/core.c	src/runtime/residency.c	yvex_runtime_residency_prepare
baseline	link	src/runtime/core.c	src/runtime/residency.c	yvex_runtime_residency_snapshot
baseline	link	src/runtime/core.c	src/runtime/residency.c	yvex_runtime_state_residency_close
baseline	link	src/runtime/core.c	src/runtime/residency.c	yvex_runtime_state_residency_invalidate
baseline	link	src/runtime/core.c	src/runtime/residency.c	yvex_runtime_state_residency_summary_copy
baseline	link	src/runtime/core.c	src/tokenizer/core.c	yvex_tokenizer_close
baseline	link	src/runtime/core.c	src/tokenizer/core.c	yvex_tokenizer_from_gguf
baseline	link	src/runtime/core.c	src/tokenizer/execution.c	yvex_tokenizer_bind_runtime
baseline	link	src/runtime/core.c	src/tokenizer/execution.c	yvex_tokenizer_plan_summary_get
baseline	link	src/runtime/decode.c	src/core/sha256.c	yvex_sha256_final
baseline	link	src/runtime/decode.c	src/core/sha256.c	yvex_sha256_hex
baseline	link	src/runtime/decode.c	src/core/sha256.c	yvex_sha256_hex_valid
baseline	link	src/runtime/decode.c	src/core/sha256.c	yvex_sha256_init
baseline	link	src/runtime/decode.c	src/core/sha256.c	yvex_sha256_update_text
baseline	link	src/runtime/decode.c	src/core/sha256.c	yvex_sha256_update_u64
baseline	link	src/runtime/decode.c	src/core/status.c	yvex_core_allocate
baseline	link	src/runtime/decode.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/runtime/decode.c	src/core/status.c	yvex_core_u64_add
baseline	link	src/runtime/decode.c	src/core/status.c	yvex_core_u64_mul
baseline	link	src/runtime/decode.c	src/core/status.c	yvex_error_clear
baseline	link	src/runtime/decode.c	src/core/status.c	yvex_error_code
baseline	link	src/runtime/decode.c	src/core/status.c	yvex_error_is_set
baseline	link	src/runtime/decode.c	src/core/status.c	yvex_error_message
baseline	link	src/runtime/decode.c	src/core/status.c	yvex_error_set
baseline	link	src/runtime/decode.c	src/graph/execution.c	yvex_execution_device_view_validate
baseline	link	src/runtime/decode.c	src/graph/transformer.c	yvex_transformer_plan_summary_get
baseline	link	src/runtime/decode.c	src/runtime/core.c	yvex_runtime_cleanup_lease_acquire
baseline	link	src/runtime/decode.c	src/runtime/core.c	yvex_runtime_cleanup_lease_adopt
baseline	link	src/runtime/decode.c	src/runtime/core.c	yvex_runtime_cleanup_lease_close
baseline	link	src/runtime/decode.c	src/runtime/core.c	yvex_runtime_model_view_get
baseline	link	src/runtime/decode.c	src/runtime/core.c	yvex_runtime_session_view_get
baseline	link	src/runtime/decode.c	src/runtime/transformer.c	yvex_runtime_transformer_context_close
baseline	link	src/runtime/decode.c	src/runtime/transformer.c	yvex_runtime_transformer_context_open
baseline	link	src/runtime/decode.c	src/runtime/transformer.c	yvex_runtime_transformer_context_plan
baseline	link	src/runtime/decode.c	src/runtime/transformer.c	yvex_runtime_transformer_context_session
baseline	link	src/runtime/decode.c	src/runtime/transformer.c	yvex_runtime_transformer_context_validate_input
baseline	link	src/runtime/decode.c	src/runtime/transformer.c	yvex_runtime_transformer_execute
baseline	link	src/runtime/decode.c	src/runtime/transformer_input.c	yvex_transformer_input_close
baseline	link	src/runtime/decode.c	src/runtime/transformer_input.c	yvex_transformer_input_open_file
baseline	link	src/runtime/decode.c	src/runtime/transformer_input.c	yvex_transformer_input_open_memory
baseline	link	src/runtime/decode.c	src/runtime/transformer_input.c	yvex_transformer_input_seal
baseline	link	src/runtime/decode.c	src/runtime/transformer_input.c	yvex_transformer_input_summary_get
baseline	link	src/runtime/decode.c	src/runtime/transformer_input.c	yvex_transformer_input_token_ids
baseline	link	src/runtime/descriptor.c	src/artifact/materialize.c	yvex_materialization_session_summary
baseline	link	src/runtime/descriptor.c	src/artifact/materialize.c	yvex_materialization_session_tensor_at
baseline	link	src/runtime/descriptor.c	src/core/sha256.c	yvex_sha256_final
baseline	link	src/runtime/descriptor.c	src/core/sha256.c	yvex_sha256_hex
baseline	link	src/runtime/descriptor.c	src/core/sha256.c	yvex_sha256_hex_valid
baseline	link	src/runtime/descriptor.c	src/core/sha256.c	yvex_sha256_init
baseline	link	src/runtime/descriptor.c	src/core/sha256.c	yvex_sha256_update_text
baseline	link	src/runtime/descriptor.c	src/core/sha256.c	yvex_sha256_update_u64
baseline	link	src/runtime/descriptor.c	src/core/status.c	yvex_core_allocate
baseline	link	src/runtime/descriptor.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/runtime/descriptor.c	src/core/status.c	yvex_error_clear
baseline	link	src/runtime/descriptor.c	src/core/status.c	yvex_error_code
baseline	link	src/runtime/descriptor.c	src/core/status.c	yvex_error_set
baseline	link	src/runtime/generation.c	src/core/sha256.c	yvex_sha256_final
baseline	link	src/runtime/generation.c	src/core/sha256.c	yvex_sha256_hex
